# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Jul  9 20:54:27 CEST 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
9.8116e-05 -2.19174 9.00000 1.7393246889 2.5555243492    1.738  1.880  3.7412  2.715    5 0.070 1.128 0.465 0.047 -0.093 -0.146 -0.158
9.8116e-05 -2.19174 9.00000 1.7432835102 2.5557558537    1.742  1.885  3.7458  2.729    5 0.056 1.083 0.434 0.033 -0.100 -0.147 -0.158
9.8116e-05 -2.19174 9.00000 1.7464935780 2.5559425354    1.745  1.910  3.7532  2.735    5 -0.004 0.971 0.345 -0.028 -0.148 -0.188 -0.195
9.8116e-05 -2.19174 9.00000 1.7485853434 2.5560638905    1.747  1.935  3.7605  2.739    5 -0.069 0.860 0.253 -0.094 -0.201 -0.234 -0.238
9.8116e-05 -2.19174 9.00000 1.7500000000 2.5561456680    1.749  1.951  3.7659  2.746    5 -0.107 0.789 0.194 -0.133 -0.231 -0.258 -0.260
9.8116e-05 -2.19174 9.00000 1.7506366968 2.5561823845    1.750  1.958  3.7687  2.750    5 -0.125 0.755 0.166 -0.151 -0.244 -0.269 -0.270
9.8116e-05 -2.19174 9.00000 1.7525413036 2.5562922955    1.752  1.976  3.7792  2.774    5 -0.170 0.650 0.084 -0.196 -0.271 -0.285 -0.282
9.8116e-05 -2.19174 9.00000 1.7541782856 2.5563864708    1.753  1.989  3.7913  2.810    5 -0.203 0.555 0.007 -0.229 -0.282 -0.286 -0.278
9.8116e-05 -2.19174 9.00000 1.7554543018 2.5564596653    1.754  1.999  3.8038  2.850    5 -0.228 0.473 -0.060 -0.251 -0.282 -0.275 -0.263
9.8116e-05 -2.19174 9.00000 1.7565305233 2.5565214157    1.756  2.007  3.8157  2.891    5 -0.247 0.403 -0.118 -0.267 -0.276 -0.260 -0.244
9.8116e-05 -2.19174 9.00000 1.7575991154 2.5565826893    1.757  2.014  3.8271  2.929    5 -0.265 0.343 -0.170 -0.280 -0.269 -0.244 -0.225
9.8116e-05 -2.19174 9.00000 1.7587320805 2.5566473007    1.758  2.021  3.8384  2.967    5 -0.283 0.287 -0.221 -0.292 -0.260 -0.228 -0.207
9.8116e-05 -2.19174 9.00000 1.7599431276 2.5567164421    1.759  2.029  3.8496  3.005    5 -0.302 0.233 -0.269 -0.303 -0.250 -0.213 -0.188
9.8116e-05 -2.19174 9.00000 1.7612559795 2.5567913055    1.760  2.037  3.8606  3.041    5 -0.322 0.181 -0.318 -0.313 -0.239 -0.197 -0.170
9.8116e-05 -2.19174 9.00000 1.7626874447 2.5568728447    1.762  2.045  3.8715  3.077    5 -0.343 0.130 -0.363 -0.320 -0.225 -0.180 -0.151
9.8116e-05 -2.19174 9.00000 1.7641938925 2.5569581985    1.763  2.054  3.8818  3.110    5 -0.365 0.083 -0.405 -0.325 -0.212 -0.164 -0.132
9.8116e-05 -2.19174 9.00000 1.7660993338 2.5570662022    1.765  2.064  3.8929  3.144    5 -0.391 0.031 -0.447 -0.329 -0.197 -0.146 -0.112
9.8116e-05 -2.19174 9.00000 1.7692646980 2.5572450161    1.768  2.080  3.9049  3.177    5 -0.431 -0.030 -0.496 -0.340 -0.190 -0.136 -0.099
9.8116e-05 -2.19174 9.00000 1.7778601646 2.5577266216    1.777  2.122  3.9207  3.201    5 -0.535 -0.156 -0.598 -0.400 -0.226 -0.169 -0.128
9.8116e-05 -2.19174 9.00000 1.7853069305 2.5581395626    1.784  2.157  3.9297  3.203    5 -0.623 -0.254 -0.678 -0.460 -0.274 -0.214 -0.171
9.8116e-05 -2.19174 9.00000 1.7923830748 2.5585284233    1.791  2.190  3.9371  3.202    5 -0.705 -0.343 -0.748 -0.516 -0.322 -0.260 -0.214
9.8116e-05 -2.19174 9.00000 1.7999925613 2.5589425564    1.799  2.225  3.9438  3.195    5 -0.792 -0.435 -0.821 -0.577 -0.376 -0.312 -0.264
9.8116e-05 -2.19174 9.00000 1.7999999523 2.5589430332    1.799  2.225  3.9438  3.196    5 -0.792 -0.435 -0.821 -0.577 -0.376 -0.313 -0.264
9.8116e-05 -2.19174 9.00000 1.8068883419 2.5593144894    1.806  2.256  3.9484  3.184    5 -0.870 -0.515 -0.888 -0.637 -0.432 -0.367 -0.317
9.8116e-05 -2.19174 9.00000 1.8147951365 2.5597369671    1.814  2.293  3.9431  3.129    6 -0.961 -0.615 -0.994 -0.749 -0.548 -0.487 -0.438
9.8116e-05 -2.19174 9.00000 1.8188281059 2.5599505901    1.818  2.312  3.9355  3.080    6 -1.010 -0.667 -1.060 -0.826 -0.632 -0.576 -0.529
9.8116e-05 -2.19174 9.00000 1.8197495937 2.5599994659    1.819  2.322  3.9384  3.082    6 -1.034 -0.693 -1.079 -0.840 -0.643 -0.586 -0.538
9.8116e-05 -2.19174 9.00000 1.8207119703 2.5600502491    1.820  2.320  3.9361  3.074    6 -1.030 -0.688 -1.079 -0.844 -0.649 -0.593 -0.546
9.8116e-05 -2.19174 9.00000 1.8216813803 2.5601012707    1.821  2.326  3.9276  3.035    6 -1.045 -0.702 -1.110 -0.890 -0.703 -0.652 -0.607
9.8116e-05 -2.19174 9.00000 1.8224254847 2.5601406097    1.821  2.331  3.9194  2.997    6 -1.058 -0.711 -1.134 -0.929 -0.752 -0.704 -0.661
9.8116e-05 -2.19174 9.00000 1.8230376244 2.5601727962    1.822  2.336  3.9103  2.956    6 -1.069 -0.713 -1.150 -0.966 -0.802 -0.757 -0.716
9.8116e-05 -2.19174 9.00000 1.8234828711 2.5601961613    1.822  2.339  3.9016  2.918    6 -1.077 -0.710 -1.159 -0.997 -0.845 -0.803 -0.764
9.8116e-05 -2.19174 9.00000 1.8237498999 2.5602102280    1.823  2.341  3.8923  2.879    6 -1.083 -0.700 -1.161 -1.026 -0.889 -0.849 -0.813
9.8116e-05 -2.19174 9.00000 1.8239754438 2.5602219105    1.823  2.344  3.8820  2.835    6 -1.090 -0.682 -1.154 -1.054 -0.934 -0.896 -0.863
9.8116e-05 -2.19174 9.00000 1.8241654634 2.5602319241    1.823  2.346  3.8711  2.789    6 -1.095 -0.659 -1.140 -1.078 -0.977 -0.943 -0.912
9.8116e-05 -2.19174 9.00000 1.8243246078 2.5602402687    1.823  2.348  3.8600  2.743    6 -1.100 -0.631 -1.121 -1.099 -1.019 -0.987 -0.959
9.8116e-05 -2.19174 9.00000 1.8244572878 2.5602474213    1.823  2.350  3.8485  2.695    6 -1.104 -0.598 -1.096 -1.115 -1.056 -1.028 -1.003
9.8116e-05 -2.19174 9.00000 1.8245671988 2.5602531433    1.823  2.351  3.8366  2.647    6 -1.107 -0.560 -1.066 -1.127 -1.091 -1.068 -1.046
9.8116e-05 -2.19174 9.00000 1.8246500492 2.5602574348    1.823  2.351  3.8254  2.601    6 -1.108 -0.520 -1.036 -1.136 -1.121 -1.104 -1.085
9.8116e-05 -2.19174 9.00000 1.8247293234 2.5602614880    1.824  2.352  3.8124  2.549    6 -1.109 -0.469 -0.997 -1.143 -1.153 -1.143 -1.128
9.8116e-05 -2.19174 9.00000 1.8247944117 2.5602650642    1.824  2.351  3.7992  2.496    6 -1.109 -0.406 -0.949 -1.146 -1.180 -1.179 -1.169
9.8116e-05 -2.19174 9.00000 1.8248491287 2.5602679253    1.824  2.350  3.7860  2.444    6 -1.106 -0.337 -0.898 -1.144 -1.202 -1.212 -1.206
9.8116e-05 -2.19174 9.00000 1.8249036074 2.5602707863    1.824  2.348  3.7721  2.391    6 -1.100 -0.253 -0.841 -1.137 -1.220 -1.242 -1.242
9.8116e-05 -2.19174 9.00000 1.8249622583 2.5602738857    1.824  2.342  3.7596  2.347    6 -1.086 -0.160 -0.777 -1.119 -1.225 -1.259 -1.264
9.8116e-05 -2.19174 9.00000 1.8250275850 2.5602772236    1.824  2.322  3.7475  2.318    6 -1.036 -0.029 -0.679 -1.065 -1.192 -1.238 -1.248
9.8116e-05 -2.19174 9.00000 1.8250571489 2.5602788925    1.824  2.304  3.7417  2.314    6 -0.989 0.058 -0.608 -1.015 -1.152 -1.205 -1.217
9.8116e-05 -2.19174 9.00000 1.8250656128 2.5602793694    1.824  2.300  3.7398  2.310    6 -0.980 0.081 -0.591 -1.005 -1.145 -1.200 -1.213
9.8116e-05 -2.19174 9.00000 1.8251115084 2.5602817535    1.824  2.312  3.7292  2.256    7 -1.010 0.140 -0.577 -1.032 -1.191 -1.257 -1.275
9.8116e-05 -2.19174 9.00000 1.8251341581 2.5602829456    1.824  2.346  3.7251  2.205    7 -1.096 0.090 -0.646 -1.116 -1.282 -1.353 -1.373
9.8116e-05 -2.19174 9.00000 1.8251523972 2.5602838993    1.824  2.372  3.7231  2.171    7 -1.161 0.044 -0.702 -1.180 -1.350 -1.423 -1.444
9.8116e-05 -2.19174 9.00000 1.8252325058 2.5602879524    1.824  2.391  3.7222  2.149    7 -1.207 0.006 -0.745 -1.226 -1.397 -1.472 -1.493
9.8116e-05 -2.19174 9.00000 1.8257135153 2.5603132248    1.825  2.399  3.7206  2.134    7 -1.229 -0.002 -0.760 -1.247 -1.421 -1.497 -1.519
9.8116e-05 -2.19174 9.00000 1.8259670734 2.5603265762    1.825  2.435  3.7178  2.088    7 -1.317 -0.062 -0.836 -1.334 -1.513 -1.592 -1.615
9.8116e-05 -2.19174 9.00000 1.8261418343 2.5603356361    1.825  2.471  3.7153  2.042    7 -1.407 -0.125 -0.914 -1.423 -1.606 -1.688 -1.712
9.8116e-05 -2.19174 9.00000 1.8263915777 2.5603487492    1.825  2.519  3.7125  1.982    7 -1.527 -0.216 -1.021 -1.541 -1.730 -1.815 -1.841
9.8116e-05 -2.19174 9.00000 1.8266284466 2.5603611469    1.825  2.560  3.7101  1.932    7 -1.630 -0.292 -1.113 -1.643 -1.836 -1.924 -1.951
9.8116e-05 -2.19174 9.00000 1.8268480301 2.5603725910    1.826  2.601  3.7081  1.883    7 -1.733 -0.369 -1.205 -1.745 -1.941 -2.032 -2.060
9.8116e-05 -2.19174 9.00000 1.8270498514 2.5603833199    1.826  2.642  3.7060  1.833    7 -1.835 -0.445 -1.297 -1.846 -2.046 -2.139 -2.169
9.8116e-05 -2.19174 9.00000 1.8272352219 2.5603928566    1.826  2.683  3.7039  1.784    7 -1.937 -0.521 -1.388 -1.947 -2.151 -2.247 -2.277
9.8116e-05 -2.19174 9.00000 1.8274043798 2.5604016781    1.826  2.724  3.7019  1.735    7 -2.040 -0.598 -1.480 -2.048 -2.256 -2.354 -2.385
9.8116e-05 -2.19174 9.00000 1.8275591135 2.5604097843    1.826  2.765  3.6998  1.686    7 -2.143 -0.674 -1.572 -2.149 -2.361 -2.462 -2.494
9.8116e-05 -2.19174 9.00000 1.8276987076 2.5604171753    1.826  2.806  3.6979  1.637    7 -2.246 -0.750 -1.664 -2.250 -2.466 -2.569 -2.602
9.8116e-05 -2.19174 9.00000 1.8278256655 2.5604238510    1.827  2.847  3.6958  1.587    7 -2.349 -0.824 -1.754 -2.351 -2.570 -2.676 -2.711
9.8116e-05 -2.19174 9.00000 1.8279415369 2.5604298115    1.827  2.889  3.6938  1.538    7 -2.452 -0.898 -1.845 -2.452 -2.675 -2.784 -2.819
9.8116e-05 -2.19174 9.00000 1.8280483484 2.5604355335    1.827  2.930  3.6918  1.489    7 -2.555 -0.973 -1.937 -2.553 -2.780 -2.891 -2.928
9.8116e-05 -2.19174 9.00000 1.8281477690 2.5604405403    1.827  2.971  3.6896  1.439    7 -2.658 -1.043 -2.026 -2.654 -2.886 -2.999 -3.037
9.8116e-05 -2.19174 9.00000 1.8282407522 2.5604455471    1.827  3.013  3.6877  1.390    7 -2.762 -1.114 -2.117 -2.755 -2.991 -3.107 -3.146
9.8116e-05 -2.19174 9.00000 1.8283277750 2.5604500771    1.827  3.055  3.6855  1.339    7 -2.867 -1.178 -2.205 -2.856 -3.097 -3.216 -3.257
9.8116e-05 -2.19174 9.00000 1.8284095526 2.5604543686    1.827  3.097  3.6834  1.289    7 -2.971 -1.222 -2.290 -2.960 -3.206 -3.328 -3.369
9.8116e-05 -2.19174 9.00000 1.8284871578 2.5604584217    1.827  3.139  3.6813  1.238    7 -3.077 -1.262 -2.375 -3.065 -3.315 -3.440 -3.483
9.8116e-05 -2.19174 9.00000 1.8285619020 2.5604622364    1.827  3.181  3.6790  1.187    7 -3.183 -1.291 -2.456 -3.169 -3.425 -3.553 -3.597
9.8116e-05 -2.19174 9.00000 1.8286349773 2.5604660511    1.827  3.224  3.6769  1.136    7 -3.289 -1.321 -2.538 -3.273 -3.536 -3.666 -3.712
9.8116e-05 -2.19174 9.00000 1.8287081718 2.5604698658    1.828  3.267  3.6744  1.083    7 -3.397 -1.333 -2.614 -3.378 -3.647 -3.782 -3.828
9.8116e-05 -2.19174 9.00000 1.8287832737 2.5604739189    1.828  3.310  3.6722  1.031    7 -3.504 -1.348 -2.690 -3.482 -3.758 -3.896 -3.944
9.8116e-05 -2.19174 9.00000 1.8288874626 2.5604794025    1.828  3.363  3.6692  0.965    7 -3.638 -1.342 -2.778 -3.612 -3.898 -4.041 -4.090
9.8116e-05 -2.19174 9.00000 1.8289394379 2.5604820251    1.828  3.401  3.6672  0.920    7 -3.731 -1.331 -2.834 -3.700 -3.994 -4.140 -4.191
9.8116e-05 -2.19174 9.00000 1.8289899826 2.5604846478    1.828  3.444  3.6646  0.866    7 -3.841 -1.299 -2.892 -3.802 -4.108 -4.259 -4.312
9.8116e-05 -2.19174 9.00000 1.8290541172 2.5604879856    1.828  3.493  3.6618  0.806    7 -3.963 -1.259 -2.954 -3.916 -4.234 -4.391 -4.445
9.8116e-05 -2.19174 9.00000 1.8290967941 2.5604901314    1.828  3.551  3.6581  0.733    7 -4.108 -1.175 -3.012 -4.047 -4.383 -4.548 -4.606
9.8116e-05 -2.19174 9.00000 1.8291021585 2.5604906082    1.828  3.579  3.6564  0.698    7 -4.178 -1.175 -3.051 -4.110 -4.453 -4.621 -4.680
9.8116e-05 -2.19174 9.00000 1.8291078806 2.5604908466    1.828  3.608  3.6546  0.662    7 -4.251 -1.173 -3.089 -4.173 -4.524 -4.696 -4.757
9.8116e-05 -2.19174 9.00000 1.8291121721 2.5604910851    1.828  3.626  3.6535  0.640    7 -4.294 -1.173 -3.112 -4.211 -4.567 -4.741 -4.802
9.8116e-05 -2.19174 9.00000 1.8291177750 2.5604913235    1.828  3.639  3.6527  0.624    7 -4.327 -1.176 -3.131 -4.240 -4.599 -4.775 -4.837
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
9.8116e-05 -2.19174 9.17609 0.1000000015 1.1711064577    0.100 -2.791  3.5571  5.409    0 11.747 15.975 13.694 12.130 11.475 11.176 11.077
9.8116e-05 -2.19174 9.17609 0.1098214313 1.2482755184    0.109 -2.642  3.5725  5.360    1 11.374 15.240 13.108 11.664 11.112 10.837 10.742
9.8116e-05 -2.19174 9.17609 0.1294642836 1.3786746264    0.129 -2.403  3.5951  5.284    1 10.777 14.119 12.230 10.980 10.518 10.276 10.192
9.8116e-05 -2.19174 9.17609 0.1491071582 1.4855960608    0.149 -2.248  3.6065  5.236    1 10.390 13.492 11.719 10.559 10.130 9.905 9.826
9.8116e-05 -2.19174 9.17609 0.1687500030 1.5756140947    0.168 -2.131  3.6139  5.202    1 10.098 13.052 11.350 10.245 9.836 9.621 9.547
9.8116e-05 -2.19174 9.17609 0.2080357224 1.7204496861    0.207 -1.941  3.6252  5.148    1 9.622 12.361 10.763 9.738 9.356 9.158 9.090
9.8116e-05 -2.19174 9.17609 0.2571428716 1.8581268787    0.257 -1.754  3.6354  5.095    1 9.156 11.711 10.203 9.244 8.887 8.703 8.640
9.8116e-05 -2.19174 9.17609 0.3062500358 1.9652637243    0.306 -1.601  3.6436  5.051    1 8.773 11.187 9.749 8.840 8.501 8.329 8.271
9.8116e-05 -2.19174 9.17609 0.3553571701 2.0521113873    0.355 -1.470  3.6511  5.015    1 8.446 10.737 9.362 8.495 8.172 8.010 7.956
9.8116e-05 -2.19174 9.17609 0.4044643044 2.1246092319    0.404 -1.349  3.6587  4.980    1 8.143 10.314 9.001 8.175 7.868 7.716 7.666
9.8116e-05 -2.19174 9.17609 0.4535714388 2.1864814758    0.453 -1.216  3.6702  4.943    1 7.811 9.801 8.587 7.819 7.536 7.399 7.356
9.8116e-05 -2.19174 9.17609 0.4834580719 2.2200255394    0.483 -1.126  3.6782  4.913    1 7.586 9.457 8.309 7.581 7.313 7.187 7.148
9.8116e-05 -2.19174 9.17609 0.5026785731 2.2401986122    0.503 -1.071  3.6832  4.895    1 7.448 9.250 8.142 7.436 7.178 7.058 7.021
9.8116e-05 -2.19174 9.17609 0.5517857671 2.2851314545    0.551 -0.913  3.6987  4.840    1 7.053 8.646 7.658 7.022 6.794 6.694 6.665
9.8116e-05 -2.19174 9.17609 0.6008928418 2.3217256069    0.601 -0.750  3.7181  4.791    1 6.646 8.008 7.158 6.603 6.410 6.332 6.313
9.8116e-05 -2.19174 9.17609 0.6458244920 2.3496637344    0.646 -0.604  3.7374  4.753    1 6.279 7.450 6.714 6.233 6.074 6.017 6.007
9.8116e-05 -2.19174 9.17609 0.6499999762 2.3520355225    0.650 -0.590  3.7392  4.750    1 6.246 7.401 6.675 6.201 6.044 5.989 5.980
9.8116e-05 -2.19174 9.17609 0.6571282744 2.3560042381    0.657 -0.567  3.7425  4.745    1 6.189 7.316 6.606 6.144 5.993 5.942 5.934
9.8116e-05 -2.19174 9.17609 0.6999999881 2.3779268265    0.700 -0.434  3.7617  4.716    1 5.855 6.834 6.213 5.824 5.705 5.675 5.675
9.8116e-05 -2.19174 9.17609 0.7337307334 2.3931200504    0.734 -0.333  3.7761  4.693    1 5.603 6.497 5.928 5.588 5.492 5.476 5.481
9.8116e-05 -2.19174 9.17609 0.7500000000 2.3998889923    0.750 -0.286  3.7827  4.682    1 5.485 6.345 5.796 5.479 5.393 5.383 5.390
9.8116e-05 -2.19174 9.17609 0.7635572553 2.4052770138    0.764 -0.248  3.7875  4.671    1 5.390 6.225 5.690 5.390 5.311 5.306 5.315
9.8116e-05 -2.19174 9.17609 0.8000000119 2.4187245369    0.800 -0.147  3.8001  4.641    1 5.138 5.919 5.412 5.155 5.097 5.104 5.118
9.8116e-05 -2.19174 9.17609 0.8500000238 2.4350347519    0.850 -0.015  3.8169  4.602    1 4.807 5.533 5.047 4.844 4.811 4.835 4.854
9.8116e-05 -2.19174 9.17609 0.8999999762 2.4492788315    0.899  0.111  3.8334  4.566    1 4.492 5.174 4.697 4.542 4.535 4.575 4.599
9.8116e-05 -2.19174 9.17609 0.9364348650 2.4585638046    0.936  0.199  3.8457  4.545    1 4.273 4.929 4.451 4.333 4.345 4.397 4.424
9.8116e-05 -2.19174 9.17609 0.9499999881 2.4618122578    0.950  0.231  3.8502  4.538    1 4.193 4.839 4.360 4.256 4.276 4.332 4.360
9.8116e-05 -2.19174 9.17609 0.9709231853 2.4666187763    0.971  0.279  3.8578  4.529    1 4.072 4.704 4.222 4.141 4.173 4.236 4.266
9.8116e-05 -2.19174 9.17609 1.0000000000 2.4729156494    1.000  0.346  3.8682  4.517    1 3.905 4.520 4.033 3.983 4.033 4.106 4.137
9.8116e-05 -2.19174 9.17609 1.0001994371 2.4729573727    1.000  0.346  3.8683  4.517    1 3.904 4.519 4.031 3.982 4.032 4.105 4.136
9.8116e-05 -2.19174 9.17609 1.0349633694 2.4799511433    1.035  0.424  3.8829  4.513    1 3.711 4.304 3.807 3.802 3.877 3.963 3.995
9.8116e-05 -2.19174 9.17609 1.0499999523 2.4828116894    1.050  0.457  3.8893  4.511    1 3.628 4.212 3.711 3.725 3.812 3.902 3.936
9.8116e-05 -2.19174 9.17609 1.0660954714 2.4857709408    1.066  0.491  3.8964  4.512    1 3.542 4.118 3.611 3.647 3.747 3.842 3.876
9.8116e-05 -2.19174 9.17609 1.0960028172 2.4910054207    1.095  0.555  3.9093  4.512    1 3.383 3.946 3.431 3.507 3.630 3.734 3.769
9.8116e-05 -2.19174 9.17609 1.1000000238 2.4916803837    1.099  0.563  3.9110  4.512    1 3.362 3.924 3.408 3.489 3.615 3.720 3.755
9.8116e-05 -2.19174 9.17609 1.1045181751 2.4924364090    1.104  0.572  3.9129  4.512    1 3.339 3.899 3.382 3.469 3.598 3.704 3.739
9.8116e-05 -2.19174 9.17609 1.1263686419 2.4959943295    1.126  0.618  3.9219  4.511    1 3.226 3.780 3.259 3.374 3.519 3.629 3.665
9.8116e-05 -2.19174 9.17609 1.1456112862 2.4989988804    1.145  0.657  3.9296  4.510    1 3.127 3.679 3.155 3.295 3.452 3.566 3.602
9.8116e-05 -2.19174 9.17609 1.1499999762 2.4996678829    1.149  0.666  3.9314  4.510    1 3.105 3.657 3.133 3.278 3.437 3.552 3.589
9.8116e-05 -2.19174 9.17609 1.1714147329 2.5028500557    1.171  0.709  3.9398  4.508    1 2.997 3.552 3.029 3.198 3.369 3.487 3.524
9.8116e-05 -2.19174 9.17609 1.2000000477 2.5068950653    1.200  0.768  3.9509  4.505    1 2.851 3.412 2.897 3.095 3.279 3.401 3.439
9.8116e-05 -2.19174 9.17609 1.2427173853 2.5125424862    1.242  0.855  3.9674  4.499    1 2.632 3.202 2.710 2.943 3.146 3.273 3.314
9.8116e-05 -2.19174 9.17609 1.2500000000 2.5134611130    1.250  0.870  3.9702  4.498    1 2.595 3.165 2.679 2.917 3.123 3.251 3.293
9.8116e-05 -2.19174 9.17609 1.2756054401 2.5165956020    1.275  0.923  3.9801  4.493    1 2.462 3.040 2.574 2.829 3.044 3.175 3.219
9.8116e-05 -2.19174 9.17609 1.2999999523 2.5194499493    1.300  0.975  3.9896  4.488    1 2.333 2.921 2.477 2.745 2.968 3.103 3.149
9.8116e-05 -2.19174 9.17609 1.3174588680 2.5214183331    1.318  1.014  3.9968  4.483    1 2.236 2.833 2.407 2.684 2.912 3.049 3.097
9.8116e-05 -2.19174 9.17609 1.3371818066 2.5235710144    1.337  1.059  4.0049  4.477    1 2.123 2.731 2.327 2.614 2.846 2.986 3.036
9.8116e-05 -2.19174 9.17609 1.3500000238 2.5249314308    1.350  1.089  4.0100  4.471    1 2.048 2.662 2.272 2.565 2.801 2.942 2.994
9.8116e-05 -2.19174 9.17609 1.3559143543 2.5255491734    1.356  1.103  4.0123  4.469    1 2.013 2.631 2.248 2.543 2.780 2.922 2.974
9.8116e-05 -2.19174 9.17609 1.3755085468 2.5275521278    1.376  1.149  4.0193  4.457    1 1.897 2.527 2.163 2.465 2.706 2.850 2.904
9.8116e-05 -2.19174 9.17609 1.3932273388 2.5293076038    1.393  1.191  4.0242  4.440    1 1.792 2.430 2.080 2.387 2.631 2.776 2.832
9.8116e-05 -2.19174 9.17609 1.3999999762 2.5299651623    1.400  1.207  4.0255  4.431    1 1.752 2.391 2.046 2.354 2.598 2.743 2.800
9.8116e-05 -2.19174 9.17609 1.4126511812 2.5311739445    1.413  1.237  4.0275  4.413    1 1.678 2.319 1.981 2.292 2.537 2.682 2.740
9.8116e-05 -2.19174 9.17609 1.4308316708 2.5328681469    1.431  1.279  4.0286  4.381    1 1.572 2.212 1.881 2.193 2.439 2.583 2.641
9.8116e-05 -2.19174 9.17609 1.4470862150 2.5343415737    1.447  1.318  4.0270  4.341    1 1.476 2.106 1.777 2.088 2.334 2.476 2.534
9.8116e-05 -2.19174 9.17609 1.4500000477 2.5346016884    1.450  1.325  4.0264  4.332    1 1.458 2.086 1.757 2.068 2.313 2.454 2.512
9.8116e-05 -2.19174 9.17609 1.4642107487 2.5358531475    1.464  1.359  4.0234  4.290    1 1.372 1.987 1.656 1.965 2.209 2.348 2.405
9.8116e-05 -2.19174 9.17609 1.4784591198 2.5370802879    1.479  1.397  4.0194  4.240    1 1.277 1.876 1.542 1.849 2.091 2.226 2.284
9.8116e-05 -2.19174 9.17609 1.4850443602 2.5376381874    1.485  1.417  4.0185  4.219    1 1.228 1.822 1.489 1.795 2.037 2.171 2.229
9.8116e-05 -2.19174 9.17609 1.4923303127 2.5382490158    1.492  1.453  4.0303  4.233    1 1.138 1.761 1.455 1.771 2.018 2.157 2.218
9.8116e-05 -2.19174 9.17609 1.4938137531 2.5383725166    1.494  1.471  4.0401  4.253    1 1.091 1.743 1.455 1.778 2.029 2.174 2.237
9.8116e-05 -2.19174 9.17609 1.4944127798 2.5384223461    1.495  1.491  4.0488  4.269    1 1.044 1.722 1.451 1.780 2.035 2.183 2.249
9.8116e-05 -2.19174 9.17609 1.4946837425 2.5384447575    1.495  1.508  4.0546  4.275    1 1.001 1.697 1.438 1.770 2.027 2.178 2.245
9.8116e-05 -2.19174 9.17609 1.4948111773 2.5384554863    1.495  1.517  4.0575  4.277    1 0.976 1.682 1.428 1.762 2.021 2.173 2.241
9.8116e-05 -2.19174 9.17609 1.4949158430 2.5384640694    1.495  1.519  4.0518  4.253    2 0.972 1.657 1.395 1.726 1.982 2.131 2.197
9.8116e-05 -2.19174 9.17609 1.4950736761 2.5384771824    1.495  1.527  4.0432  4.211    2 0.953 1.608 1.332 1.658 1.911 2.055 2.119
9.8116e-05 -2.19174 9.17609 1.4953311682 2.5384986401    1.495  1.545  4.0323  4.149    2 0.907 1.524 1.233 1.551 1.800 1.937 2.000
9.8116e-05 -2.19174 9.17609 1.4958310127 2.5385401249    1.496  1.564  4.0204  4.083    2 0.861 1.439 1.129 1.439 1.683 1.813 1.873
9.8116e-05 -2.19174 9.17609 1.4965435266 2.5385990143    1.497  1.576  4.0098  4.028    2 0.830 1.377 1.049 1.352 1.591 1.714 1.771
9.8116e-05 -2.19174 9.17609 1.4975297451 2.5386807919    1.498  1.588  3.9979  3.969    2 0.800 1.318 0.967 1.260 1.493 1.610 1.664
9.8116e-05 -2.19174 9.17609 1.4985139370 2.5387620926    1.499  1.599  3.9855  3.909    2 0.774 1.264 0.890 1.171 1.397 1.507 1.558
9.8116e-05 -2.19174 9.17609 1.4993540049 2.5388312340    1.499  1.608  3.9731  3.851    2 0.751 1.221 0.822 1.089 1.307 1.409 1.457
9.8116e-05 -2.19174 9.17609 1.5000000000 2.5388846397    1.500  1.615  3.9614  3.797    2 0.733 1.189 0.768 1.019 1.228 1.324 1.369
9.8116e-05 -2.19174 9.17609 1.5001080036 2.5388934612    1.500  1.616  3.9594  3.788    2 0.730 1.184 0.759 1.007 1.215 1.310 1.354
9.8116e-05 -2.19174 9.17609 1.5006738901 2.5389399529    1.501  1.622  3.9470  3.732    2 0.715 1.159 0.713 0.942 1.137 1.226 1.268
9.8116e-05 -2.19174 9.17609 1.5011540651 2.5389795303    1.501  1.627  3.9346  3.678    2 0.702 1.142 0.678 0.884 1.066 1.148 1.188
9.8116e-05 -2.19174 9.17609 1.5015690327 2.5390136242    1.502  1.631  3.9223  3.624    2 0.691 1.134 0.655 0.833 1.000 1.077 1.114
9.8116e-05 -2.19174 9.17609 1.5019334555 2.5390436649    1.502  1.635  3.9101  3.572    2 0.683 1.134 0.644 0.789 0.939 1.012 1.046
